Id,Front,Left,Rear,Right
2c9180975a056a64015a1e10d3f270fe,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1de4deb16bdc,0.655398726463,0.114808008075,0.114747099578,0.115046210587
2c9180975a056a64015a1e0e70ea70ce,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1dfed0c46ec6,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1dfed0c46ec7,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180975a056a64015a1e44ba4377f8,0.143939465284,0.140648603439,0.511611878872,0.203800052404
2c9180975a056a64015a1e010c8f6ee1,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180975a056a64015a1e1db63072aa,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1e1db63072a8,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1e2354f5733c,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1e07928f6ff8,0.654551744461,0.115090198815,0.115029126406,0.115328975022
2c9180975a056a64015a1e20a607730a,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180975a056a64015a1e3322e37587,0.108322769403,0.186202287674,0.600095450878,0.105379462242
2c9180975a056a64015a1e050c296fcd,0.655370473862,0.114710487425,0.114649608731,0.115269452333
2c9180975a056a64015a1e050c296fcf,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1e04ad9f6f84,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1de7a19c6c2b,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1e1180a37123,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1e1d735c729b,0.654265940189,0.114497005939,0.114436261356,0.116800770164
2c9180975a056a64015a1e1d735c729c,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1e41bbc27765,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1e41bbc2775e,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1ddc1a306b28,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1de453e96baf,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180975a056a64015a1e264d5f73c0,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1e23443e7337,0.655398726463,0.114808008075,0.114747099578,0.115046210587
2c9180975a056a64015a1dce7ac869b5,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1e35cd3175a7,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1de210cb6b96,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1de210cb6b95,0.117093108594,0.117704123259,0.648682117462,0.116520628333
2c9180975a056a64015a1e041ed06f68,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1e075da56ff2,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180975a056a64015a1dedca666cb1,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1e304546752a,0.655080318451,0.1148070544,0.114746138453,0.115366473794
2c9180975a056a64015a1dedca666cb2,0.65536916256,0.114817857742,0.114756919444,0.115056075156
2c9180975a056a64015a1dee86696cd8,0.220425546169,0.143263503909,0.143187493086,0.493123471737
2c9180975a056a64015a1e01db306f4a,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c9180975a056a64015a1dd566ae6a82,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1dee5d166cd0,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180975a056a64015a1dd566ae6a83,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1dfb2f626e41,0.654551744461,0.115090198815,0.115029126406,0.115328975022
2c91809a59f17e5d015a21a5627830e0,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91809a59f17e5d015a21a7f5093117,0.648898005486,0.115486785769,0.115425497293,0.120189756155
2c91809a59f17e5d015a21a7f5093121,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c9180975a056a64015a1e4c3a11791f,0.654551744461,0.115090198815,0.115029126406,0.115328975022
2c9180975a056a64015a1e4c3a117920,0.119218625128,0.116882309318,0.64791983366,0.115979291499
2c9180975a056a64015a1e1433667153,0.117363683879,0.117976114154,0.650181114674,0.114479131997
2c9180975a056a64015a1ddb8a456b05,0.654064059258,0.115252643824,0.115191496909,0.115491755307
2c9180975a056a64015a1df0d6066cf4,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1e074c876fef,0.655398726463,0.114808008075,0.114747099578,0.115046210587
2c9180975a056a64015a1dc26fe66863,0.118131794035,0.121266953647,0.645679295063,0.114921957254
2c9180975a056a64015a1e074c876fed,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180975a056a64015a1e5b850e7ae3,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180975a056a64015a1e5b850e7ae1,0.65536916256,0.114817857742,0.114756919444,0.115056075156
2c91809e5aba7d25015acd6875ca209b,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c91809e5aba7d25015acd44a99d1e9f,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180a35b853b13015b8b8c25f75369,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180935b853a2d015b8b9b42525153,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91808e5aba7da4015acd3f993557d4,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91808e5aba7da4015acd3f655a57be,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180ad5b853aa1015b8b82f7725436,0.655349731445,0.114824302495,0.114763371646,0.115062527359
2c9180975a056a64015a1e5865077a5e,0.113495111465,0.114016391337,0.646416425705,0.126072093844
2c9180975a056a64015a1e44cfea77fd,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1e5ed1d57b22,0.655398726463,0.114808008075,0.114747099578,0.115046210587
2c9180975a056a64015a1e5ed1d57b21,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91809a59f17e5d015a219e78d93061,0.65536916256,0.114817857742,0.114756919444,0.115056075156
2c91809a59f17e5d015a219e78d93060,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91809a59f17e5d015a21bde7a934f0,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91809a59f17e5d015a21bde7a934ef,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91809a59f17e5d015a21bde7a934f4,0.654265940189,0.114497005939,0.114436261356,0.116800770164
2c9180975a056a64015a1e6ed9d67c45,0.654551744461,0.115090198815,0.115029126406,0.115328975022
2c9180975a056a64015a1e4849057896,0.117399416864,0.118012033403,0.650379061699,0.114209488034
2c9180975a056a64015a1e4849057895,0.654551744461,0.115090198815,0.115029126406,0.115328975022
2c91809a59f17e5d015a21a830a03132,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180975a056a64015a1e6ed9d67c4d,0.654551744461,0.115090198815,0.115029126406,0.115328975022
2c91809659f86230015a08b10bc66c48,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c91809659f86230015a0a1559e12a1e,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c91809659f86230015a0811d9775e26,0.51676017046,0.106169432402,0.106113106012,0.270957291126
2c91809659f86230015a08cf83396eca,0.65536916256,0.114817857742,0.114756919444,0.115056075156
2c91809659f86230015a0886ce2a6829,0.655398726463,0.114808008075,0.114747099578,0.115046210587
2c91809659f86230015a08cf83396ec5,0.65536916256,0.114817857742,0.114756919444,0.115056075156
2c91809659f86230015a0864733f652c,0.117399416864,0.118012033403,0.650379061699,0.114209488034
2c91809659f86230015a0841dafc621a,0.65536916256,0.114817857742,0.114756919444,0.115056075156
2c91809659f86230015a0864733f652a,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91808d5aba7da4015acde018f764b2,0.650491952896,0.116334304214,0.116272576153,0.116901166737
2c91808d5aba7da4015acde018f764af,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91808e5aba7da4015acdba35e15e7d,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91808e5aba7da4015acdea5abc617e,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180845aba7d30015acdbd097004e6,0.655080318451,0.1148070544,0.114746138453,0.115366473794
2c91808d5aba7da4015acdaa928a6136,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91808e5aba7da4015acd7e578b5afa,0.114544413984,0.11507050693,0.652392745018,0.117992371321
2c91808d5aba7da4015acd8d91465f64,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c91808d5aba7da4015acd8d91465f61,0.649532616138,0.116653621197,0.116591714323,0.117222055793
2c91808e5aba7da4015acd7e578b5afd,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c91808e5aba7da4015acd9760c15c1b,0.65536916256,0.114817857742,0.114756919444,0.115056075156
2c91808e5aba7da4015acd9760c15c1a,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180845aba7d30015acde7e47f06a4,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c91808e5aba7da4015acde2207160e7,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c91808e5aba7da4015acde486e76119,0.655370473862,0.114710487425,0.114649608731,0.115269452333
2c91808e5aba7da4015acde2207160e8,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c91808e5aba7da4015acddff6ac60c5,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180845aba7d30015acde7e47f06aa,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c91808d5aba7da4015acdec7849655c,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180975a056a64015a1e4e95a97945,0.114558428526,0.118391901255,0.652472555637,0.114577114582
2c9180975a056a64015a1e62a6f57b6d,0.655418038368,0.114801570773,0.114740647376,0.115039750934
2c9180975a056a64015a1e62a6f57b6e,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c9180975a056a64015a1e44fa15781d,0.654551744461,0.115090198815,0.115029126406,0.115328975022
2c9180975a056a64015a1e3f26a47717,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c9180975a056a64015a1e58d40e7aa8,0.119218625128,0.116882309318,0.64791983366,0.115979291499
2c9180975a056a64015a1e44e95b7800,0.632402658463,0.11567696929,0.115615591407,0.136304810643
2c9180975a056a64015a1e44e95b7808,0.632402658463,0.11567696929,0.115615591407,0.136304810643
2c9180975a056a64015a1e44e95b780f,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c91808e5aba7da4015acd4229d357fe,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c91809e5aba7d25015acdc01e892881,0.114558428526,0.118391901255,0.652472555637,0.114577114582
2c91808e5aba7da4015acd3f655a57c2,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91809e5aba7d25015acd47c6251ed2,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180ad5b853aa1015b8b5aeef751bd,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c91809e5aba7d25015acd49fc7b1f01,0.655370473862,0.114710487425,0.114649608731,0.115269452333
2c91808e5aba7da4015acd2dfdd056ff,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180a35b853b13015b8b57334a5047,0.266833156347,0.137225151062,0.137152343988,0.458789348602
2c9180935b853a2d015b8b60875a4cef,0.38725489378,0.329457521439,0.148694291711,0.134593322873
2c91809e5aba7d25015acdc01e892888,0.644125819206,0.117056459188,0.116994336247,0.121823355556
2c91808d5aba7da4015acd47ee815caa,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180845aba7d30015acdc866670576,0.127285286784,0.124375186861,0.320772200823,0.427567273378
2c91808d5aba7da4015acd47ee815ca0,0.628949403763,0.123121254146,0.130135163665,0.117794193327
2c9180ad5b853aa1015b8c0df5d85bf3,0.153988853097,0.135313779116,0.258298456669,0.452398985624
2c9180ad5b853aa1015b8c0df5d85bf8,0.65536916256,0.114817857742,0.114756919444,0.115056075156
2c91808e5aba7da4015acd5409db58f7,0.409794360399,0.125364840031,0.125298321247,0.339542508125
2c9180935b853a2d015b8bd0b96954a9,0.655398726463,0.114808008075,0.114747099578,0.115046210587
2c91808e5aba7da4015acd9f8e0d5c94,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c9180ad5b853aa1015b8b69c6a95289,0.654265940189,0.114497005939,0.114436261356,0.116800770164
2c91809e5aba7d25015acd4d0d041f3f,0.655410170555,0.114697247744,0.114636391401,0.115256138146
2c9180ad5b853aa1015b8b69c6a95292,0.114938564599,0.115466468036,0.654637634754,0.114957310259
2c91809e5aba7d25015acd4d0d041f3c,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c9180845aba7d30015acd5c653c00d9,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c9180ad5b853aa1015b8b9bfc775648,0.117787733674,0.11509475857,0.652530252934,0.114587247372
2c9180a35b853b13015b8b725f9851ce,0.114558428526,0.118391901255,0.652472555637,0.114577114582
2c9180845aba7d30015acd5c653c00be,0.655620634556,0.114734075963,0.114673197269,0.114972114563
2c91808e5aba7da4015acd44d6df5829,0.114558428526,0.118391901255,0.652472555637,0.114577114582
2c9180935b853a2d015b8b9a210c513c,0.114938564599,0.115466468036,0.654637634754,0.114957310259
